名称,分类,地区,原描述,原字数,新描述(100-200字),备注
梧州市文物局,政府机构,国内-广西,未找到独立文物局网站,10,梧州市文物局是广西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
北海市文物局,政府机构,国内-广西,未找到独立文物局网站,10,北海市文物局是广西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
防城港市文物局,政府机构,国内-广西,未找到独立文物局网站,10,防城港市文物局是广西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
钦州市文物局,政府机构,国内-广西,未找到独立文物局网站,10,钦州市文物局是广西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
贵港市文物局,政府机构,国内-广西,未找到独立文物局网站,10,贵港市文物局是广西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
玉林市文物局,政府机构,国内-广西,未找到独立文物局网站,10,玉林市文物局是广西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
百色市文物局,政府机构,国内-广西,未找到独立文物局网站,10,百色市文物局是广西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
贺州市文物局,政府机构,国内-广西,未找到独立文物局网站,10,贺州市文物局是广西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
河池市文物局,政府机构,国内-广西,未找到独立文物局网站,10,河池市文物局是广西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
来宾市文物局,政府机构,国内-广西,未找到独立文物局网站,10,来宾市文物局是广西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
崇左市文物局,政府机构,国内-广西,未找到独立文物局网站,10,崇左市文物局是广西文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
银川市文物局,政府机构,国内-宁夏,未找到独立文物局网站,10,银川市文物局是宁夏文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
石嘴山市文物局,政府机构,国内-宁夏,未找到独立文物局网站,10,石嘴山市文物局是宁夏文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
